group,names,scores,logfoldchanges,pvals,pvals_adj
16,ENSG00000133048,-2.159503,,0.03081116300497155,0.056430701474306864
16,ENSG00000123338,-2.1635766,,0.030496854755887745,0.05590624153233317
16,ENSG00000198223,-2.1648333,,0.0304004527957992,0.055780647331741644
16,ENSG00000176124,-2.1708453,,0.029942873666394806,0.05499150351954969
16,ENSG00000251031,-2.1730936,,0.02977327016265048,0.054730276034283966
16,ENSG00000271774,-2.1871388,,0.02873240165941911,0.05286550443315384
16,ENSG00000231023,-2.189387,,0.02856871699785713,0.05261273848592473
16,ENSG00000166501,-2.19813,,0.02793985453395879,0.05150203600729731
16,ENSG00000142583,-2.210761,,0.027052391339626208,0.049912161143221785
16,ENSG00000130203,-2.2136889,,0.02685018726033437,0.04958483335241804
16,ENSG00000153820,-2.226529,,0.02597877091286067,0.04801990926591621
16,ENSG00000115896,-2.2305562,,0.025710534506359406,0.04756805644099798
16,ENSG00000286757,-2.2410436,,0.02502325729726486,0.046382311950444594
16,ENSG00000162947,-2.2536252,,0.0242197607602724,0.044934621076572166
16,ENSG00000107249,-2.2688935,,0.023274806330447605,0.043221553074183114
16,ENSG00000154175,-2.2689376,,0.02327212098464823,0.043221553074183114
16,ENSG00000257750,-2.2817378,,0.02250482350288317,0.04190842365527592
16,ENSG00000166016,-2.2980776,,0.021557374089116583,0.04018149876815766
16,ENSG00000109794,-2.3064845,,0.021083583160503388,0.039371770607849466
16,ENSG00000179583,-2.3081405,,0.020991322340326524,0.03923611652397481
16,ENSG00000136155,-2.3267157,,0.019980398454908965,0.037381475126115934
16,ENSG00000143119,-2.3499322,,0.018776834745098378,0.0351626118822067
16,ENSG00000251620,-2.366554,,0.017954554459435782,0.033685843263481764
16,ENSG00000287722,-2.3779845,,0.017407557025690527,0.032690247935569065
16,ENSG00000287172,-2.3885524,,0.016914892289165942,0.03182482086390582
16,ENSG00000122870,-2.389176,,0.016886212499464672,0.03180077683515004
16,ENSG00000138639,-2.3984044,,0.016466676057241888,0.031039917167279715
16,ENSG00000151229,-2.4083068,,0.01602670427961175,0.030239064678512735
16,ENSG00000137462,-2.4261024,,0.015261960265467603,0.028823343277559213
16,ENSG00000185477,-2.4549205,,0.014091575468303379,0.02666334052659107
16,ENSG00000203710,-2.4558003,,0.014057126871846069,0.02662334634819331
16,ENSG00000152315,-2.4606125,,0.013870004708518796,0.026293847788661225
16,ENSG00000174776,-2.472042,,0.013434372678395678,0.025516377356876882
16,ENSG00000113448,-2.4755933,,0.013301497064972898,0.025288017233788776
16,ENSG00000164830,-2.478827,,0.013181518837764321,0.025083765628476352
16,ENSG00000158258,-2.4910781,,0.012735610715661176,0.024281431297733417
16,ENSG00000260990,-2.5075471,,0.012157237347277167,0.02320083463220833
16,ENSG00000226869,-2.5276062,,0.011484307745353911,0.022000589550486418
16,ENSG00000077420,-2.5354078,,0.011231648196373711,0.02153719692497356
16,ENSG00000238246,-2.5359623,,0.011213877625836597,0.021523757439225712
16,ENSG00000254092,-2.5496736,,0.010782380992286804,0.020715429379993863
16,ENSG00000189108,-2.5809124,,0.009853960247392827,0.018986435929465948
16,ENSG00000148655,-2.5829487,,0.009795991394978101,0.018892943866881586
16,ENSG00000198286,-2.5865893,,0.009693103411177401,0.018730634610970825
16,ENSG00000136167,-2.6010048,,0.009295114734520073,0.017978945327891824
16,ENSG00000142611,-2.6125667,,0.008986515475249552,0.01739886829670775
16,ENSG00000231131,-2.638909,,0.008317328178491063,0.016118853059091207
16,ENSG00000112799,-2.6398232,,0.00829492598934077,0.01609103004721779
16,ENSG00000165025,-2.6568425,,0.007887627294462908,0.015345578393896709
16,ENSG00000154645,-2.6657932,,0.007680694144471232,0.014957534848045243
16,ENSG00000165164,-2.6684573,,0.007620048893631728,0.014853896478814283
16,ENSG00000134538,-2.6829696,,0.007297162971647416,0.014252271428998858
16,ENSG00000170381,-2.6905708,,0.007132987995233167,0.013945235572303358
16,ENSG00000042980,-2.6909058,,0.007125831768661076,0.013944876259610715
16,ENSG00000129667,-2.7068784,,0.006791914384510358,0.013304435620980135
16,ENSG00000135063,-2.7081156,,0.0067666447356072535,0.01326793085413187
16,ENSG00000188649,-2.719291,,0.006542204342038835,0.012853053717168635
16,ENSG00000125730,-2.7253664,,0.006423017372315703,0.012631302600424195
16,ENSG00000258168,-2.7367408,,0.006205115076136479,0.012214793456961573
16,ENSG00000152953,-2.746725,,0.006019354667704936,0.011860797374788052
16,ENSG00000182836,-2.7476513,,0.006002381439255746,0.011839016645474843
16,ENSG00000249614,-2.77809,,0.005467948786268598,0.010795555352948863
16,ENSG00000227033,-2.7840254,,0.005368883588954703,0.010610441875404551
16,ENSG00000167306,-2.7949219,,0.005191227684312935,0.010278764518506603
16,ENSG00000012779,-2.7990127,,0.0051259133558124986,0.010162890933395752
16,ENSG00000251504,-2.7997706,,0.005113891720900644,0.010156686635353811
16,ENSG00000095585,-2.802228,,0.005075098838290375,0.010089659718271122
16,ENSG00000287912,-2.8033748,,0.005057085567036544,0.010063851874699591
16,ENSG00000113532,-2.8072934,,0.0049959713165628515,0.0099620564637345
16,ENSG00000130066,-2.81068,,0.0049436922765945124,0.009867649254679665
16,ENSG00000250195,-2.830653,,0.004645308845625936,0.00930923616357903
16,ENSG00000234173,-2.8431118,,0.0044675386462606935,0.008970961137069666
16,ENSG00000049192,-2.8677206,,0.004134405069576107,0.008327099838018341
16,ENSG00000249738,-2.8960304,,0.0037791588694209323,0.007619271914155105
16,ENSG00000082074,-2.9034183,,0.0036911312265498365,0.007449306208980497
16,ENSG00000278254,-2.9116917,,0.0035947728119366047,0.007262167296841626
